"DATE","TIME PERIOD","Individual bank contribution to overall systemic risk using CoVaR,  5th percentile (RDE.D.D0.Z0Z.DE.EC.SRCB_COVAR.5P)","Individual bank contribution to overall systemic risk using CoVaR,  95th percentile (RDE.D.D0.Z0Z.DE.EC.SRCB_COVAR.95P)","Individual bank contribution to overall systemic risk using CoVaR,  Average (RDE.D.D0.Z0Z.DE.EC.SRCB_COVAR.AVE)","Individual insurance company  contribution to overall systemic risk using CoVaR, 5th percentile (RDE.D.D0.Z0Z.DE.EC.SRCI_COVAR.5P)","Individual insurance company  contribution to overall systemic risk using CoVaR, 95th percentile (RDE.D.D0.Z0Z.DE.EC.SRCI_COVAR.95P)","Individual insurance company  contribution to overall systemic risk using CoVaR, Average (RDE.D.D0.Z0Z.DE.EC.SRCI_COVAR.AVE)"
"1999-01-15","15 Jan 1999","-0.093586","-0.010071","-0.048683","-0.131004","-0.027014","-0.077890"
"1999-01-22","22 Jan 1999","-0.125901","-0.021885","-0.070829","-0.140611","-0.043596","-0.094717"
"1999-01-29","29 Jan 1999","-0.121470","-0.020586","-0.065764","-0.140894","-0.040168","-0.091520"
"1999-02-05","05 Feb 1999","-0.101802","-0.020767","-0.058273","-0.127739","-0.035204","-0.080480"
"1999-02-12","12 Feb 1999","-0.105209","-0.017773","-0.060607","-0.117645","-0.036526","-0.079500"
"1999-02-19","19 Feb 1999","-0.095890","-0.019654","-0.056268","-0.109100","-0.033366","-0.076728"
"1999-02-26","26 Feb 1999","-0.092656","-0.021650","-0.056575","-0.112237","-0.032136","-0.076030"
"1999-03-05","05 Mar 1999","-0.079774","-0.020580","-0.050818","-0.093993","-0.028579","-0.064929"
"1999-03-12","12 Mar 1999","-0.074396","-0.020797","-0.047080","-0.092757","-0.027519","-0.061507"
"1999-03-19","19 Mar 1999","-0.064357","-0.018499","-0.041097","-0.079191","-0.024307","-0.054174"
"1999-03-26","26 Mar 1999","-0.075247","-0.021712","-0.046432","-0.089823","-0.027423","-0.060645"
"1999-04-02","02 Apr 1999","-0.087221","-0.021794","-0.052517","-0.095026","-0.029894","-0.063641"
"1999-04-09","09 Apr 1999","-0.100694","-0.027361","-0.061349","-0.117708","-0.035638","-0.067381"
"1999-04-16","16 Apr 1999","-0.050566","-0.011575","-0.032667","-0.057236","-0.010501","-0.037060"
"1999-04-23","23 Apr 1999","-0.104074","-0.030344","-0.064725","-0.123181","-0.039379","-0.071428"
"1999-04-30","30 Apr 1999","-0.088555","-0.025561","-0.057166","-0.092691","-0.028800","-0.055096"
"1999-05-07","07 May 1999","-0.078326","-0.023792","-0.054292","-0.088064","-0.026758","-0.050646"
"1999-05-14","14 May 1999","-0.104824","-0.034513","-0.063985","-0.102398","-0.033564","-0.059730"
"1999-05-21","21 May 1999","-0.104466","-0.032432","-0.064870","-0.101263","-0.034438","-0.061869"
"1999-05-28","28 May 1999","-0.081842","-0.025830","-0.054902","-0.092547","-0.021578","-0.051606"
"1999-06-04","04 Jun 1999","-0.094247","-0.030207","-0.058995","-0.095333","-0.032259","-0.055013"
"1999-06-11","11 Jun 1999","-0.077666","-0.029733","-0.051962","-0.077626","-0.027318","-0.046686"
"1999-06-18","18 Jun 1999","-0.080393","-0.025981","-0.053280","-0.076796","-0.027492","-0.047447"
"1999-06-25","25 Jun 1999","-0.075480","-0.024285","-0.048877","-0.076679","-0.018010","-0.045152"
"1999-07-02","02 Jul 1999","-0.089058","-0.023009","-0.051923","-0.077211","-0.023293","-0.043858"
"1999-07-09","09 Jul 1999","-0.054161","-0.019237","-0.033892","-0.051893","-0.018094","-0.031829"
"1999-07-16","16 Jul 1999","-0.075334","-0.025791","-0.052796","-0.085304","-0.030141","-0.051536"
"1999-07-23","23 Jul 1999","-0.074273","-0.024560","-0.048686","-0.067595","-0.023199","-0.041297"
"1999-07-30","30 Jul 1999","-0.103963","-0.031857","-0.063032","-0.106081","-0.030075","-0.061824"
"1999-08-06","06 Aug 1999","-0.096807","-0.027048","-0.058734","-0.091208","-0.029319","-0.056393"
"1999-08-13","13 Aug 1999","-0.120759","-0.022756","-0.068120","-0.117555","-0.028107","-0.068709"
"1999-08-20","20 Aug 1999","-0.078654","-0.026271","-0.050682","-0.093034","-0.013624","-0.052779"
"1999-08-27","27 Aug 1999","-0.082666","-0.028494","-0.055998","-0.098199","-0.025050","-0.055717"
"1999-09-03","03 Sep 1999","-0.075618","-0.024491","-0.047975","-0.077158","-0.016359","-0.043871"
"1999-09-10","10 Sep 1999","-0.078772","-0.024537","-0.050101","-0.072751","-0.025219","-0.044753"
"1999-09-17","17 Sep 1999","-0.078680","-0.026525","-0.051716","-0.078449","-0.026911","-0.046416"
"1999-09-24","24 Sep 1999","-0.086023","-0.028267","-0.055152","-0.086200","-0.025390","-0.050710"
"1999-10-01","01 Oct 1999","-0.092435","-0.028631","-0.059651","-0.101471","-0.026331","-0.059153"
"1999-10-08","08 Oct 1999","-0.099419","-0.027057","-0.060526","-0.093863","-0.026142","-0.057472"
"1999-10-15","15 Oct 1999","-0.074699","-0.024668","-0.046640","-0.070738","-0.019318","-0.042535"
"1999-10-22","22 Oct 1999","-0.099307","-0.015831","-0.052624","-0.090931","-0.023102","-0.052877"
"1999-10-29","29 Oct 1999","-0.062593","-0.022117","-0.041087","-0.066701","-0.022634","-0.045641"
"1999-11-05","05 Nov 1999","-0.053251","-0.011245","-0.031953","-0.074476","-0.008665","-0.041152"
"1999-11-12","12 Nov 1999","-0.049428","-0.015061","-0.033824","-0.064869","-0.016870","-0.043121"
"1999-11-19","19 Nov 1999","-0.043728","-0.016520","-0.030961","-0.060419","-0.016147","-0.040779"
"1999-11-26","26 Nov 1999","-0.058753","-0.016399","-0.032988","-0.061733","-0.024129","-0.039389"
"1999-12-03","03 Dec 1999","-0.059202","-0.014324","-0.034175","-0.063123","-0.022632","-0.042383"
"1999-12-10","10 Dec 1999","-0.052199","-0.015332","-0.034729","-0.072315","-0.020047","-0.046945"
"1999-12-17","17 Dec 1999","-0.062761","-0.016347","-0.040002","-0.082297","-0.023010","-0.056051"
"1999-12-24","24 Dec 1999","-0.086172","-0.003859","-0.043314","-0.085321","-0.021698","-0.057816"
"1999-12-31","31 Dec 1999","-0.063504","-0.013002","-0.039135","-0.094751","-0.022095","-0.057393"
"2000-01-07","07 Jan 2000","-0.084152","-0.014797","-0.051111","-0.102968","-0.027231","-0.066792"
"2000-01-14","14 Jan 2000","-0.078047","-0.006586","-0.041061","-0.093946","-0.022471","-0.052763"
"2000-01-21","21 Jan 2000","-0.063915","-0.008100","-0.037080","-0.082496","-0.023633","-0.051423"
"2000-01-28","28 Jan 2000","-0.084266","-0.010514","-0.047619","-0.096648","-0.026659","-0.063029"
"2000-02-04","04 Feb 2000","-0.078865","-0.010871","-0.045637","-0.087809","-0.024034","-0.060742"
"2000-02-11","11 Feb 2000","-0.070577","-0.013861","-0.043946","-0.089035","-0.024277","-0.061256"
"2000-02-18","18 Feb 2000","-0.082641","-0.009821","-0.046253","-0.088438","-0.024120","-0.061059"
"2000-02-25","25 Feb 2000","-0.094187","-0.028892","-0.059881","-0.112905","-0.026377","-0.064933"
"2000-03-03","03 Mar 2000","-0.095846","-0.030172","-0.060405","-0.106195","-0.026301","-0.060971"
"2000-03-10","10 Mar 2000","-0.081401","-0.025309","-0.049984","-0.080212","-0.021970","-0.051675"
"2000-03-17","17 Mar 2000","-0.081935","-0.026263","-0.052749","-0.093853","-0.023633","-0.057830"
"2000-03-24","24 Mar 2000","-0.081747","-0.025877","-0.052470","-0.104110","-0.024154","-0.063821"
"2000-03-31","31 Mar 2000","-0.071000","-0.022881","-0.043483","-0.079793","-0.022319","-0.051578"
"2000-04-07","07 Apr 2000","-0.071319","-0.021892","-0.044421","-0.080232","-0.025813","-0.055371"
"2000-04-14","14 Apr 2000","-0.073549","-0.023072","-0.047210","-0.088060","-0.027315","-0.058585"
"2000-04-21","21 Apr 2000","-0.080254","-0.023112","-0.050143","-0.087882","-0.030153","-0.060133"
"2000-04-28","28 Apr 2000","-0.081467","-0.023529","-0.050757","-0.086875","-0.030703","-0.058752"
"2000-05-05","05 May 2000","-0.075678","-0.023841","-0.046841","-0.085276","-0.024748","-0.056098"
"2000-05-12","12 May 2000","-0.085129","-0.023716","-0.050303","-0.085494","-0.031047","-0.055810"
"2000-05-19","19 May 2000","-0.076850","-0.026760","-0.049007","-0.086115","-0.026898","-0.057533"
"2000-05-26","26 May 2000","-0.085184","-0.029635","-0.054898","-0.095991","-0.030984","-0.062027"
"2000-06-02","02 Jun 2000","-0.091056","-0.021031","-0.052019","-0.099713","-0.031542","-0.063304"
"2000-06-09","09 Jun 2000","-0.065042","-0.020513","-0.043704","-0.076747","-0.026475","-0.050057"
"2000-06-16","16 Jun 2000","-0.069890","-0.021800","-0.041214","-0.073070","-0.025938","-0.046126"
"2000-06-23","23 Jun 2000","-0.054987","-0.017003","-0.034212","-0.067943","-0.023856","-0.048961"
"2000-06-30","30 Jun 2000","-0.078098","-0.024388","-0.047733","-0.080312","-0.034669","-0.055604"
"2000-07-07","07 Jul 2000","-0.055232","-0.020682","-0.039655","-0.065095","-0.023111","-0.046431"
"2000-07-14","14 Jul 2000","-0.038599","-0.009054","-0.021436","-0.058815","-0.013497","-0.034056"
"2000-07-21","21 Jul 2000","-0.060700","0.000048","-0.023712","-0.082737","-0.025656","-0.049469"
"2000-07-28","28 Jul 2000","-0.048134","-0.018242","-0.032728","-0.057312","-0.020431","-0.041163"
"2000-08-04","04 Aug 2000","-0.060877","-0.019785","-0.039526","-0.069599","-0.025979","-0.051351"
"2000-08-11","11 Aug 2000","-0.055183","-0.018401","-0.035805","-0.067238","-0.024423","-0.047756"
"2000-08-18","18 Aug 2000","-0.054968","-0.018157","-0.036236","-0.065465","-0.021943","-0.046831"
"2000-08-25","25 Aug 2000","-0.043043","-0.011689","-0.029979","-0.051435","-0.020321","-0.036216"
"2000-09-01","01 Sep 2000","-0.054661","-0.018321","-0.035113","-0.059800","-0.026335","-0.043509"
"2000-09-08","08 Sep 2000","-0.050568","-0.016202","-0.029407","-0.058996","-0.019223","-0.041503"
"2000-09-15","15 Sep 2000","-0.057280","-0.017288","-0.033897","-0.059850","-0.027547","-0.045363"
"2000-09-22","22 Sep 2000","-0.057173","-0.017332","-0.032313","-0.060063","-0.022941","-0.044365"
"2000-09-29","29 Sep 2000","-0.074626","-0.020838","-0.047282","-0.091345","-0.033907","-0.062764"
"2000-10-06","06 Oct 2000","-0.070581","-0.023327","-0.045180","-0.077571","-0.027288","-0.051932"
"2000-10-13","13 Oct 2000","-0.065372","-0.022201","-0.044172","-0.074513","-0.026797","-0.049951"
"2000-10-20","20 Oct 2000","-0.090549","-0.023615","-0.050325","-0.102397","-0.032293","-0.064701"
"2000-10-27","27 Oct 2000","-0.057579","-0.004629","-0.026287","-0.092661","-0.025606","-0.054472"
"2000-11-03","03 Nov 2000","-0.074885","-0.023459","-0.045781","-0.088105","-0.030169","-0.058709"
"2000-11-10","10 Nov 2000","-0.058678","-0.017580","-0.037576","-0.076152","-0.023485","-0.049420"
"2000-11-17","17 Nov 2000","-0.073817","-0.023332","-0.045258","-0.084235","-0.031602","-0.058649"
"2000-11-24","24 Nov 2000","-0.067823","-0.020573","-0.042475","-0.080382","-0.029317","-0.056915"
"2000-12-01","01 Dec 2000","-0.078496","-0.021464","-0.048703","-0.087252","-0.034280","-0.061924"
"2000-12-08","08 Dec 2000","-0.069447","-0.016497","-0.038969","-0.079350","-0.027831","-0.059116"
"2000-12-15","15 Dec 2000","-0.067908","-0.012297","-0.034719","-0.085613","-0.029947","-0.057955"
"2000-12-22","22 Dec 2000","-0.072749","-0.015530","-0.040153","-0.086632","-0.034500","-0.062428"
"2000-12-29","29 Dec 2000","-0.071038","-0.012624","-0.033983","-0.084691","-0.028772","-0.059085"
"2001-01-05","05 Jan 2001","-0.069670","-0.008226","-0.030884","-0.089613","-0.029473","-0.058040"
"2001-01-12","12 Jan 2001","-0.067047","-0.002662","-0.028610","-0.092953","-0.029136","-0.062069"
"2001-01-19","19 Jan 2001","-0.097621","-0.016852","-0.050841","-0.102106","-0.038701","-0.067261"
"2001-01-26","26 Jan 2001","-0.063963","-0.018539","-0.039100","-0.069573","-0.029314","-0.050518"
"2001-02-02","02 Feb 2001","-0.056992","-0.016212","-0.035788","-0.067310","-0.024648","-0.047734"
"2001-02-09","09 Feb 2001","-0.060797","-0.019835","-0.038663","-0.071320","-0.027791","-0.050308"
"2001-02-16","16 Feb 2001","-0.059647","-0.016868","-0.036071","-0.067669","-0.028418","-0.047383"
"2001-02-23","23 Feb 2001","-0.064562","-0.017641","-0.038394","-0.069390","-0.031018","-0.049031"
"2001-03-02","02 Mar 2001","-0.076665","-0.021896","-0.043202","-0.086592","-0.030985","-0.056293"
"2001-03-09","09 Mar 2001","-0.072114","-0.018471","-0.044100","-0.082450","-0.031507","-0.058142"
"2001-03-16","16 Mar 2001","-0.052322","-0.012333","-0.032081","-0.061616","-0.024915","-0.044646"
"2001-03-23","23 Mar 2001","-0.097108","-0.021572","-0.054662","-0.108985","-0.038372","-0.072909"
"2001-03-30","30 Mar 2001","-0.087001","-0.014860","-0.043976","-0.097760","-0.030075","-0.071069"
"2001-04-06","06 Apr 2001","-0.079608","-0.011153","-0.041038","-0.110173","-0.030072","-0.066091"
"2001-04-13","13 Apr 2001","-0.076055","-0.015567","-0.040013","-0.085755","-0.026667","-0.063104"
"2001-04-20","20 Apr 2001","-0.050761","-0.006004","-0.024243","-0.083272","-0.017270","-0.045660"
"2001-04-27","27 Apr 2001","-0.092139","-0.015630","-0.046945","-0.100641","-0.039981","-0.068100"
"2001-05-04","04 May 2001","-0.059076","-0.019722","-0.038639","-0.064883","-0.026471","-0.047643"
"2001-05-11","11 May 2001","-0.043649","0.008333","-0.011164","-0.073720","0.010904","-0.031150"
"2001-05-18","18 May 2001","-0.106152","-0.001810","-0.037092","-0.116953","-0.016294","-0.064088"
"2001-05-25","25 May 2001","-0.057854","-0.016265","-0.033155","-0.060808","-0.028167","-0.046234"
"2001-06-01","01 Jun 2001","-0.056422","-0.016334","-0.029855","-0.056976","-0.022785","-0.040483"
"2001-06-08","08 Jun 2001","-0.059221","-0.017642","-0.035949","-0.068508","-0.025724","-0.051108"
"2001-06-15","15 Jun 2001","-0.043837","-0.012450","-0.024932","-0.061525","-0.018962","-0.038858"
"2001-06-22","22 Jun 2001","-0.071640","-0.019005","-0.041080","-0.080328","-0.034556","-0.059866"
"2001-06-29","29 Jun 2001","-0.044334","-0.011422","-0.023716","-0.072343","-0.020094","-0.042414"
"2001-07-06","06 Jul 2001","-0.063203","-0.012865","-0.030822","-0.065784","-0.023980","-0.046094"
"2001-07-13","13 Jul 2001","-0.070473","-0.016621","-0.036247","-0.076708","-0.029150","-0.055085"
"2001-07-20","20 Jul 2001","-0.072586","-0.018958","-0.042792","-0.083294","-0.033153","-0.059423"
"2001-07-27","27 Jul 2001","-0.074964","-0.020044","-0.044906","-0.086959","-0.030978","-0.061987"
"2001-08-03","03 Aug 2001","-0.069247","-0.019580","-0.041465","-0.077951","-0.029930","-0.057088"
"2001-08-10","10 Aug 2001","-0.057124","-0.016890","-0.035227","-0.070503","-0.024570","-0.049035"
"2001-08-17","17 Aug 2001","-0.071950","-0.019074","-0.043701","-0.084346","-0.031888","-0.061688"
"2001-08-24","24 Aug 2001","-0.083657","-0.020627","-0.048411","-0.097971","-0.033460","-0.068254"
"2001-08-31","31 Aug 2001","-0.061732","-0.018748","-0.036690","-0.071421","-0.027532","-0.050042"
"2001-09-07","07 Sep 2001","-0.080929","-0.020985","-0.048628","-0.096203","-0.034242","-0.066657"
"2001-09-14","14 Sep 2001","-0.109285","-0.020142","-0.060328","-0.122748","-0.037599","-0.080246"
"2001-09-21","21 Sep 2001","-0.185656","-0.010155","-0.088478","-0.203411","-0.059167","-0.127239"
"2001-09-28","28 Sep 2001","-0.221274","-0.002276","-0.099175","-0.225615","-0.064281","-0.143918"
"2001-10-05","05 Oct 2001","-0.091741","-0.005754","-0.039563","-0.144479","-0.020223","-0.074373"
"2001-10-12","12 Oct 2001","-0.110357","-0.012715","-0.056744","-0.146618","-0.034544","-0.090810"
"2001-10-19","19 Oct 2001","-0.095071","-0.013946","-0.054401","-0.130154","-0.032837","-0.080699"
"2001-10-26","26 Oct 2001","-0.142045","-0.012550","-0.072980","-0.168078","-0.047366","-0.107243"
"2001-11-02","02 Nov 2001","-0.102597","-0.016632","-0.051446","-0.130839","-0.026888","-0.079644"
"2001-11-09","09 Nov 2001","-0.117001","-0.018674","-0.061079","-0.139432","-0.038380","-0.090172"
"2001-11-16","16 Nov 2001","-0.088300","-0.017396","-0.048372","-0.116448","-0.029742","-0.073241"
"2001-11-23","23 Nov 2001","-0.093746","-0.013460","-0.050003","-0.102765","-0.028846","-0.066652"
"2001-11-30","30 Nov 2001","-0.071990","-0.020605","-0.045208","-0.082827","-0.027709","-0.059440"
"2001-12-07","07 Dec 2001","-0.078744","-0.019772","-0.048266","-0.092903","-0.029526","-0.065220"
"2001-12-14","14 Dec 2001","-0.072779","-0.012333","-0.039204","-0.071262","-0.021461","-0.051193"
"2001-12-21","21 Dec 2001","-0.085920","-0.017380","-0.051719","-0.102328","-0.030129","-0.069312"
"2001-12-28","28 Dec 2001","-0.070870","-0.010821","-0.037358","-0.079442","-0.021798","-0.054630"
"2002-01-04","04 Jan 2002","-0.077308","-0.012943","-0.039114","-0.085625","-0.026722","-0.055215"
"2002-01-11","11 Jan 2002","-0.070261","-0.017023","-0.041678","-0.078709","-0.026423","-0.056282"
"2002-01-18","18 Jan 2002","-0.074621","-0.020385","-0.045613","-0.087945","-0.026296","-0.060683"
"2002-01-25","25 Jan 2002","-0.077739","-0.019000","-0.047366","-0.087893","-0.028131","-0.061597"
"2002-02-01","01 Feb 2002","-0.065615","-0.018485","-0.039308","-0.064353","-0.023991","-0.047414"
"2002-02-08","08 Feb 2002","-0.068983","-0.020456","-0.044028","-0.079057","-0.027889","-0.055808"
"2002-02-15","15 Feb 2002","-0.079507","-0.018280","-0.048684","-0.089778","-0.027928","-0.061214"
"2002-02-22","22 Feb 2002","-0.066190","-0.018927","-0.041614","-0.077377","-0.025006","-0.053805"
"2002-03-01","01 Mar 2002","-0.088796","-0.017602","-0.052682","-0.098478","-0.030553","-0.066139"
"2002-03-08","08 Mar 2002","-0.061920","-0.017005","-0.036825","-0.076346","-0.021922","-0.047289"
"2002-03-15","15 Mar 2002","-0.060836","-0.016560","-0.034675","-0.070317","-0.021088","-0.043421"
"2002-03-22","22 Mar 2002","-0.060597","-0.018696","-0.037225","-0.067047","-0.024609","-0.045072"
"2002-03-29","29 Mar 2002","-0.054249","-0.019868","-0.036597","-0.061105","-0.022471","-0.041457"
"2002-04-05","05 Apr 2002","-0.050480","-0.019718","-0.035721","-0.057217","-0.019979","-0.040217"
"2002-04-12","12 Apr 2002","-0.059080","-0.019911","-0.040311","-0.069917","-0.021650","-0.047758"
"2002-04-19","19 Apr 2002","-0.061295","-0.020274","-0.039687","-0.065867","-0.024084","-0.047089"
"2002-04-26","26 Apr 2002","-0.055415","-0.017433","-0.034435","-0.063043","-0.021258","-0.042518"
"2002-05-03","03 May 2002","-0.071843","-0.021364","-0.046531","-0.084527","-0.028780","-0.057416"
"2002-05-10","10 May 2002","-0.067582","-0.019731","-0.043206","-0.074839","-0.025730","-0.053272"
"2002-05-17","17 May 2002","-0.074751","-0.018869","-0.045174","-0.077705","-0.025378","-0.053936"
"2002-05-24","24 May 2002","-0.062625","-0.020137","-0.039449","-0.064625","-0.022871","-0.047059"
"2002-05-31","31 May 2002","-0.071082","-0.020540","-0.045590","-0.082244","-0.026973","-0.056877"
"2002-06-07","07 Jun 2002","-0.072617","-0.020359","-0.046342","-0.081457","-0.027253","-0.056293"
"2002-06-14","14 Jun 2002","-0.090064","-0.019252","-0.054428","-0.102146","-0.032274","-0.066896"
"2002-06-21","21 Jun 2002","-0.108682","-0.016445","-0.060316","-0.126642","-0.038322","-0.080343"
"2002-06-28","28 Jun 2002","-0.109396","-0.013496","-0.061983","-0.126804","-0.038068","-0.084251"
"2002-07-05","05 Jul 2002","-0.099203","-0.016980","-0.055888","-0.120869","-0.032473","-0.077114"
"2002-07-12","12 Jul 2002","-0.102807","-0.014359","-0.059497","-0.118339","-0.036020","-0.078699"
"2002-07-19","19 Jul 2002","-0.160039","-0.010685","-0.083142","-0.183171","-0.048713","-0.112874"
"2002-07-26","26 Jul 2002","-0.163759","-0.005817","-0.083860","-0.185477","-0.055740","-0.118429"
"2002-08-02","02 Aug 2002","-0.183958","-0.005484","-0.091281","-0.210258","-0.060185","-0.131025"
"2002-08-09","09 Aug 2002","-0.148292","-0.007610","-0.078272","-0.185236","-0.046557","-0.115715"
"2002-08-16","16 Aug 2002","-0.134586","-0.011401","-0.070790","-0.187694","-0.038148","-0.105897"
"2002-08-23","23 Aug 2002","-0.114697","-0.011749","-0.065609","-0.147701","-0.041012","-0.093351"
"2002-08-30","30 Aug 2002","-0.099124","-0.013352","-0.055272","-0.131212","-0.032754","-0.079238"
"2002-09-06","06 Sep 2002","-0.150252","-0.012203","-0.076884","-0.167846","-0.050478","-0.107409"
"2002-09-13","13 Sep 2002","-0.158207","-0.012529","-0.079219","-0.182834","-0.050349","-0.114248"
"2002-09-20","20 Sep 2002","-0.156875","-0.009715","-0.081473","-0.175772","-0.054374","-0.113659"
"2002-09-27","27 Sep 2002","-0.185067","-0.007238","-0.092650","-0.202048","-0.059839","-0.130165"
"2002-10-04","04 Oct 2002","-0.165820","-0.007284","-0.086209","-0.202603","-0.054257","-0.126098"
"2002-10-11","11 Oct 2002","-0.197076","-0.002771","-0.098717","-0.220315","-0.064750","-0.140245"
"2002-10-18","18 Oct 2002","-0.132649","-0.007692","-0.064904","-0.173520","-0.035140","-0.098599"
"2002-10-25","25 Oct 2002","-0.139355","-0.002498","-0.066910","-0.181104","-0.039106","-0.102092"
"2002-11-01","01 Nov 2002","-0.145297","-0.009862","-0.077989","-0.172552","-0.049911","-0.108696"
"2002-11-08","08 Nov 2002","-0.124747","-0.013870","-0.070062","-0.155983","-0.041206","-0.097691"
"2002-11-15","15 Nov 2002","-0.129881","-0.010001","-0.070695","-0.163784","-0.041946","-0.103342"
"2002-11-22","22 Nov 2002","-0.115962","-0.012935","-0.063616","-0.143447","-0.038432","-0.091196"
"2002-11-29","29 Nov 2002","-0.088990","-0.016645","-0.048744","-0.112250","-0.026023","-0.069263"
"2002-12-06","06 Dec 2002","-0.098190","-0.015774","-0.056078","-0.116871","-0.033550","-0.076865"
"2002-12-13","13 Dec 2002","-0.140175","-0.012513","-0.074842","-0.160178","-0.047594","-0.101582"
"2002-12-20","20 Dec 2002","-0.140652","-0.012705","-0.074371","-0.159902","-0.047134","-0.101628"
"2002-12-27","27 Dec 2002","-0.130857","-0.009946","-0.073045","-0.163725","-0.044224","-0.103677"
"2003-01-03","03 Jan 2003","-0.152243","-0.008989","-0.078866","-0.178504","-0.049660","-0.112854"
"2003-01-10","10 Jan 2003","-0.122917","-0.009793","-0.064930","-0.162887","-0.038691","-0.092910"
"2003-01-17","17 Jan 2003","-0.120446","-0.013078","-0.066317","-0.141385","-0.041509","-0.091662"
"2003-01-24","24 Jan 2003","-0.130215","-0.014550","-0.069000","-0.147172","-0.043991","-0.094523"
"2003-01-31","31 Jan 2003","-0.156150","-0.012995","-0.079020","-0.174934","-0.051022","-0.110388"
"2003-02-07","07 Feb 2003","-0.127589","-0.010153","-0.070354","-0.147850","-0.045033","-0.097486"
"2003-02-14","14 Feb 2003","-0.142358","-0.011689","-0.073701","-0.166844","-0.046603","-0.105141"
"2003-02-21","21 Feb 2003","-0.121054","-0.013652","-0.064256","-0.147852","-0.038338","-0.091969"
"2003-02-28","28 Feb 2003","-0.111772","-0.014490","-0.063163","-0.135865","-0.038803","-0.088362"
"2003-03-07","07 Mar 2003","-0.143849","-0.010459","-0.073600","-0.162748","-0.045644","-0.103441"
"2003-03-14","14 Mar 2003","-0.147849","-0.011547","-0.077580","-0.167767","-0.050284","-0.105102"
"2003-03-21","21 Mar 2003","-0.125172","-0.006416","-0.066693","-0.166547","-0.041088","-0.095380"
"2003-03-28","28 Mar 2003","-0.126599","-0.005564","-0.063206","-0.156668","-0.038048","-0.089285"
"2003-04-04","04 Apr 2003","-0.151039","-0.011699","-0.078104","-0.168701","-0.049045","-0.106175"
"2003-04-11","11 Apr 2003","-0.120027","-0.009823","-0.064325","-0.156338","-0.037634","-0.090620"
"2003-04-18","18 Apr 2003","-0.095336","-0.012388","-0.054294","-0.124376","-0.031467","-0.076382"
"2003-04-25","25 Apr 2003","-0.082805","-0.018218","-0.048134","-0.104655","-0.024939","-0.066217"
"2003-05-02","02 May 2003","-0.093904","-0.017382","-0.054336","-0.111645","-0.032031","-0.073320"
"2003-05-09","09 May 2003","-0.080572","-0.016895","-0.047782","-0.101661","-0.026509","-0.066016"
"2003-05-16","16 May 2003","-0.093001","-0.019224","-0.052293","-0.111626","-0.029459","-0.072777"
"2003-05-23","23 May 2003","-0.079055","-0.020539","-0.045786","-0.099898","-0.024158","-0.063266"
"2003-05-30","30 May 2003","-0.103546","-0.019876","-0.059951","-0.124545","-0.036999","-0.080277"
"2003-06-06","06 Jun 2003","-0.072988","-0.017541","-0.042487","-0.086148","-0.025056","-0.057233"
"2003-06-13","13 Jun 2003","-0.072959","-0.017687","-0.041959","-0.097557","-0.022156","-0.058880"
"2003-06-20","20 Jun 2003","-0.078463","-0.018193","-0.044835","-0.092279","-0.025330","-0.061523"
"2003-06-27","27 Jun 2003","-0.077818","-0.015999","-0.041444","-0.070956","-0.023364","-0.050854"
"2003-07-04","04 Jul 2003","-0.081272","-0.015610","-0.046028","-0.081779","-0.025265","-0.055724"
"2003-07-11","11 Jul 2003","-0.076681","-0.016256","-0.045653","-0.081996","-0.025963","-0.057148"
"2003-07-18","18 Jul 2003","-0.065260","-0.016437","-0.039286","-0.083099","-0.020542","-0.051361"
"2003-07-25","25 Jul 2003","-0.077333","-0.015421","-0.045870","-0.082497","-0.024225","-0.056852"
"2003-08-01","01 Aug 2003","-0.070121","-0.021669","-0.045470","-0.080805","-0.025405","-0.054740"
"2003-08-08","08 Aug 2003","-0.067459","-0.015756","-0.039304","-0.067218","-0.020799","-0.046265"
"2003-08-15","15 Aug 2003","-0.084158","-0.020898","-0.050667","-0.099048","-0.028549","-0.064976"
"2003-08-22","22 Aug 2003","-0.064929","-0.015552","-0.037013","-0.072933","-0.021899","-0.045620"
"2003-08-29","29 Aug 2003","-0.063287","-0.018370","-0.038633","-0.069289","-0.021540","-0.046795"
"2003-09-05","05 Sep 2003","-0.073149","-0.017487","-0.044756","-0.084411","-0.026369","-0.053452"
"2003-09-12","12 Sep 2003","-0.067088","-0.015806","-0.038156","-0.075794","-0.021757","-0.046844"
"2003-09-19","19 Sep 2003","-0.077795","-0.020085","-0.048660","-0.092614","-0.027716","-0.061908"
"2003-09-26","26 Sep 2003","-0.062909","-0.017228","-0.038201","-0.071707","-0.020789","-0.047376"
"2003-10-03","03 Oct 2003","-0.097332","-0.016918","-0.057508","-0.114742","-0.034716","-0.074462"
"2003-10-10","10 Oct 2003","-0.075462","-0.012661","-0.042704","-0.077565","-0.021606","-0.053487"
"2003-10-17","17 Oct 2003","-0.074751","-0.017500","-0.045265","-0.082644","-0.025144","-0.056360"
"2003-10-24","24 Oct 2003","-0.071273","-0.016187","-0.041737","-0.073351","-0.022276","-0.049776"
"2003-10-31","31 Oct 2003","-0.072101","-0.017698","-0.045418","-0.084901","-0.025581","-0.055648"
"2003-11-07","07 Nov 2003","-0.057625","-0.015165","-0.035198","-0.070870","-0.018065","-0.041566"
